id,predominant_stress,miner,rust,phoma,cercospora,severity
1006,0,0,0,0,0,0
1007,0,0,0,0,0,0
1008,2,0,1,0,1,1
1009,2,0,1,0,0,1
1010,1,1,0,0,0,1
1012,1,1,0,0,0,1
1013,4,1,0,0,1,1
1014,1,1,0,0,0,1
1015,1,1,0,0,0,1
1016,4,0,0,0,1,1
1017,1,1,0,0,0,1
1018,2,0,1,0,0,1
1019,1,1,0,0,0,1
1020,1,1,0,0,0,1
1021,1,1,0,0,0,1
1022,2,0,1,0,0,1
1023,1,1,0,0,0,1
1024,1,1,0,0,0,2
1025,1,1,0,0,0,1
1026,1,1,0,0,0,1
1027,2,0,1,0,1,1
1028,1,1,0,0,0,2
1029,1,1,0,0,0,1
1030,1,1,0,0,0,1
1031,1,1,1,0,0,1
1032,1,1,0,0,0,1
1033,1,1,0,0,1,1
1034,2,1,1,0,0,2
1035,1,1,0,0,0,1
1036,2,0,1,0,0,1
1037,0,0,0,0,0,0
1038,1,1,0,0,0,1
1040,1,1,0,0,0,1
1041,1,1,0,0,1,1
1042,1,1,0,0,0,1
1043,1,1,0,0,0,1
1044,1,1,0,0,0,1
1045,4,0,0,0,1,1
1047,0,0,0,0,0,0
1048,0,0,0,0,0,0
1049,0,0,0,0,0,0
1050,1,1,0,0,0,1
1051,1,1,0,0,0,2
1052,2,0,1,0,0,1
1053,1,1,0,0,0,2
1054,0,0,0,0,0,0
1055,1,1,0,0,0,1
1056,1,1,0,0,0,1
1057,1,1,0,0,0,1
1058,1,1,0,0,0,1
1059,1,1,0,0,0,2
1060,2,0,1,0,0,1
1061,1,1,1,0,0,2
1062,1,1,0,0,0,1
1063,1,1,0,0,0,1
1064,1,1,0,0,0,3
1065,4,0,0,0,1,1
1066,0,0,0,0,0,0
1067,4,0,1,0,1,1
1068,1,1,0,0,0,2
1069,0,0,0,0,0,0
1070,1,1,0,0,0,1
1071,0,0,0,0,0,0
1072,1,1,0,0,0,1
1073,1,1,0,0,0,1
1074,1,1,0,0,0,1
1075,1,1,0,0,0,2
1076,0,0,0,0,0,0
1077,1,1,0,0,0,3
1078,1,1,0,0,0,1
1079,2,0,1,0,0,1
1080,2,0,1,0,0,1
1081,0,0,0,0,0,0
1082,1,1,0,0,0,1
1083,4,0,0,0,1,1
1084,0,0,0,0,0,0
1085,2,0,1,0,0,3
1086,1,1,0,0,0,1
1088,1,1,0,0,0,1
1089,0,0,0,0,0,0
1090,4,0,0,0,1,1
1091,4,0,0,0,1,1
1092,1,1,0,0,0,1
1093,0,0,0,0,0,0
1094,2,0,1,0,0,1
1095,2,1,1,0,0,1
1096,1,1,0,0,0,1
1097,1,1,0,0,0,1
1098,1,1,0,0,0,1
1099,1,1,1,0,0,1
1100,1,1,1,0,0,1
1101,4,0,0,0,1,1
1102,1,1,0,0,0,2
1103,2,0,1,0,0,1
1104,1,1,1,0,0,1
1105,0,0,0,0,0,0
1106,1,1,0,0,0,1
1107,1,1,0,0,0,1
1108,1,1,0,0,0,1
1109,1,1,0,0,0,2
1110,0,0,0,0,0,0
1111,2,0,1,0,1,1
1112,2,0,1,0,0,1
1113,1,1,0,0,0,1
1114,1,1,0,0,0,1
1115,0,0,0,0,0,0
1116,0,0,0,0,0,0
1117,1,1,0,0,0,1
1118,0,0,0,0,0,0
1119,1,1,0,0,0,1
1120,1,1,0,0,0,2
1121,1,1,0,0,0,1
1122,2,0,1,0,0,1
1123,1,1,0,0,0,1
1124,0,0,0,0,0,0
1125,2,1,1,0,0,4
1126,1,1,0,0,0,1
1127,0,0,0,0,0,0
1128,1,1,1,0,0,1
1129,1,1,0,0,0,1
1130,1,1,0,0,0,1
1131,1,1,0,0,0,1
1132,1,1,0,0,0,1
1133,1,1,0,0,0,1
1134,0,0,0,0,0,0
1135,1,1,0,0,0,3
1136,1,1,0,0,0,1
1137,1,1,0,0,0,1
1138,1,1,0,0,0,1
1139,1,1,0,0,0,1
1140,2,0,1,0,0,2
1141,1,1,0,0,0,1
1142,1,1,0,0,0,2
1143,1,1,0,0,1,2
1144,1,1,0,0,0,1
1145,1,1,0,0,0,1
1146,1,1,0,0,0,2
1147,1,1,0,0,0,3
1148,3,0,0,1,0,2
1149,3,0,0,1,0,1
1150,2,0,1,0,0,2
1151,0,0,0,0,0,0
1152,0,0,0,0,0,0
1153,1,1,0,0,0,1
1155,1,1,0,0,0,1
1156,0,0,0,0,0,0
1157,1,1,0,0,0,2
1158,4,1,0,0,1,1
1159,4,0,1,0,1,1
1160,1,1,0,0,0,1
1161,1,1,0,0,0,1
1162,1,1,0,0,0,3
1163,1,1,0,0,0,1
1164,0,0,0,0,0,0
1165,1,1,0,0,0,2
1166,1,1,0,0,0,2
1167,1,1,0,0,1,1
1168,2,0,1,0,0,1
1169,0,0,0,0,0,0
1170,1,1,0,0,0,1
1171,1,1,0,0,0,1
1172,1,1,0,0,0,1
1173,1,1,0,0,0,2
1174,2,0,1,0,0,1
1175,4,0,0,0,1,1
1176,1,1,0,0,0,2
1177,1,1,0,0,0,1
1178,1,1,0,0,1,1
1179,3,0,0,1,0,1
1180,0,0,0,0,0,0
1181,0,0,0,0,0,0
1182,1,1,0,0,0,1
1183,0,0,0,0,0,0
1184,0,0,0,0,0,0
1185,3,0,0,1,0,1
1187,0,0,0,0,0,0
1188,1,1,1,0,0,1
1189,1,1,0,0,0,1
1190,1,1,0,0,0,1
1191,2,1,1,0,0,2
1192,1,1,0,0,0,1
1193,0,0,0,0,0,0
1194,0,0,0,0,0,0
1195,3,0,0,1,0,2
1196,0,0,0,0,0,0
1197,1,1,0,0,0,1
1198,0,0,0,0,0,0
1199,1,1,0,0,0,2
1200,4,0,0,0,1,1
1201,0,0,0,0,0,0
1202,4,0,0,0,1,1
1203,1,1,0,0,0,1
1204,1,1,0,0,0,1
1205,4,0,0,0,1,1
1206,2,0,1,0,1,1
1207,1,1,0,0,0,2
1208,1,1,0,0,0,1
1209,2,1,1,0,0,1
1210,1,1,0,0,0,3
1211,1,1,0,0,0,1
1212,1,1,0,0,0,1
1213,1,1,0,0,0,1
1214,4,1,0,0,1,1
1215,4,0,0,0,1,1
1216,1,1,0,0,0,1
1217,1,1,0,0,0,1
1218,0,0,0,0,0,0
1219,1,1,0,0,0,1
1220,4,0,0,0,1,1
1221,4,0,0,0,1,1
1222,1,1,0,0,0,1
1223,1,1,1,0,0,2
1224,1,1,0,0,0,1
1225,1,1,1,0,0,1
1226,0,0,0,0,0,0
1227,1,1,0,0,0,1
1228,0,0,0,0,0,0
1229,0,0,0,0,0,0
1230,0,0,0,0,0,0
1231,2,0,1,0,0,1
1232,2,0,1,0,0,1
1233,2,0,1,0,0,1
1234,2,0,1,0,0,1
1235,2,0,1,0,0,1
1236,2,1,1,0,0,3
1237,2,1,1,0,0,3
1238,2,0,1,0,0,1
1239,2,0,1,0,0,2
1240,2,0,1,0,0,1
1241,2,0,1,0,0,1
1242,1,1,1,0,0,1
1243,2,1,1,0,0,3
1244,1,1,0,0,1,2
1245,2,0,1,0,0,1
1246,4,0,1,0,1,1
1247,1,1,1,0,0,1
1248,2,1,1,0,0,4
1249,4,0,0,0,1,1
1251,4,0,0,0,1,1
1252,4,0,1,0,1,1
1253,2,0,1,0,0,1
1254,2,0,1,0,1,2
1255,2,1,1,0,0,1
1256,4,0,0,0,1,1
1258,2,0,1,0,0,2
1259,2,0,1,0,0,1
1261,2,0,1,0,0,1
1262,2,0,1,0,0,4
1263,2,0,1,0,0,2
1264,2,0,1,0,0,2
1265,2,0,1,0,0,4
1266,2,0,1,0,1,2
1267,2,0,1,0,0,1
1268,2,1,1,0,0,2
1269,2,0,1,0,0,1
1270,2,0,1,0,0,1
1271,2,0,1,0,0,1
1272,2,0,1,0,0,1
1273,2,1,1,0,0,3
1274,2,0,1,0,0,1
1275,2,0,1,0,0,1
1276,2,1,1,0,0,4
1277,2,0,1,0,1,4
1278,2,0,1,0,0,1
1279,2,0,1,0,0,1
1280,2,0,1,0,0,1
1281,2,0,1,0,0,1
1282,2,1,1,0,0,2
1283,2,0,1,0,0,2
1284,2,0,1,0,0,2
1285,2,0,1,0,0,1
1286,2,1,1,0,0,1
1287,2,0,1,0,0,1
1288,2,1,1,0,0,3
1289,2,0,1,0,0,1
1290,2,0,1,0,0,1
1291,2,1,1,0,0,3
1292,2,0,1,0,0,2
1293,2,0,1,0,1,2
1294,2,0,1,0,0,2
1295,2,0,1,0,0,1
1296,2,0,1,0,0,1
1297,2,0,1,0,0,4
1298,2,0,1,0,0,1
1299,2,0,1,0,1,1
1300,2,0,1,0,1,2
1301,1,1,1,0,0,1
1302,2,0,1,0,0,1
1303,2,0,1,0,0,2
1304,2,1,1,0,0,2
1305,1,1,0,0,0,1
1306,2,0,1,0,0,2
1307,2,0,1,0,0,1
1308,2,0,1,0,0,4
1309,2,0,1,0,1,2
1310,1,1,1,0,0,1
1311,1,1,1,0,0,2
1312,1,1,1,0,0,2
1313,4,0,0,0,1,1
1315,2,0,1,0,0,3
1316,1,1,0,0,0,2
1318,2,1,1,0,0,1
1319,2,0,1,0,1,1
1320,2,1,1,0,0,4
1321,1,1,1,0,0,1
1322,1,1,0,0,0,3
1323,4,0,1,0,1,2
1324,1,1,0,0,1,1
1325,2,0,1,0,1,1
1326,2,1,1,0,0,4
1327,2,1,1,0,1,4
1328,2,0,1,0,0,1
1329,2,0,1,0,0,2
1330,2,0,1,0,1,2
1332,2,0,1,0,0,2
1333,4,0,1,0,1,1
1334,2,0,1,0,1,1
1335,2,0,1,0,1,1
1336,2,0,1,0,0,1
1337,2,0,1,0,0,1
1338,2,0,1,0,1,1
1339,2,0,1,0,0,1
1340,2,0,1,0,0,3
1341,2,0,1,0,0,2
1342,2,0,1,0,0,4
1343,1,1,1,0,0,3
1344,2,0,1,0,0,2
1345,2,0,1,0,0,1
1346,2,0,1,0,1,3
1347,2,0,1,0,0,1
1348,2,0,1,0,1,1
1349,2,0,1,0,0,1
1350,2,0,1,0,0,1
1351,1,1,0,0,0,1
1352,2,0,1,0,0,2
1353,2,0,1,0,0,1
1354,2,0,1,0,0,1
1355,2,1,1,0,0,2
1356,2,0,1,0,0,2
1357,4,0,1,0,1,1
1358,2,0,1,0,1,1
1359,2,0,1,0,0,3
1360,2,0,1,0,1,2
1361,4,0,1,0,1,2
1362,1,1,0,0,0,1
1363,2,0,1,0,0,1
1364,2,0,1,0,0,1
1365,2,0,1,0,0,1
1366,2,0,1,0,0,1
1367,2,0,1,0,0,1
1368,2,0,1,0,0,1
1369,2,0,1,0,1,1
1370,0,0,0,0,0,0
1371,2,0,1,0,0,1
1372,2,0,1,0,1,1
1373,2,0,1,0,0,1
1374,2,0,1,0,0,1
1375,2,0,1,0,0,1
1376,2,0,1,0,0,1
1377,2,0,1,0,1,1
1378,2,1,1,0,0,1
1381,2,1,1,0,0,2
1382,2,0,1,0,0,2
1383,2,0,1,0,0,1
1384,2,0,1,0,0,1
1385,2,0,1,0,0,1
1386,2,0,1,0,1,1
1387,4,0,1,0,1,1
1388,2,0,1,0,1,3
1389,2,0,1,0,0,1
1390,2,0,1,0,1,2
1391,2,0,1,0,1,2
1392,1,1,0,0,1,2
1393,4,0,1,0,1,1
1395,2,1,1,0,0,2
1396,2,0,1,0,1,3
1397,2,0,1,0,0,1
1398,2,0,1,0,0,2
1399,2,0,1,0,0,1
1400,2,0,1,0,0,1
1401,2,1,1,0,0,4
1402,2,0,1,0,1,2
1403,4,0,1,0,1,3
1404,4,0,0,0,1,1
1405,2,0,1,0,0,1
1406,2,0,1,0,0,1
1407,2,1,1,0,0,1
1408,2,0,1,0,1,1
1409,2,0,1,0,1,2
1410,4,0,0,0,1,1
1411,2,0,1,0,0,1
1412,1,1,1,0,0,1
1413,2,0,1,0,0,2
1414,2,0,1,0,1,1
1416,4,0,1,0,1,1
1417,4,0,0,0,1,1
1418,2,0,1,0,0,1
1419,2,0,1,0,0,1
1420,2,1,1,0,0,1
1421,1,1,1,0,0,1
1422,2,0,1,0,0,2
1423,2,1,1,0,0,1
1424,2,1,1,0,0,2
1425,2,0,1,0,0,2
1427,2,0,1,0,1,1
1428,2,0,1,0,0,1
1429,2,0,1,0,0,1
1430,2,0,1,0,0,1
1431,2,0,1,0,1,2
1432,2,0,1,0,0,2
1433,2,0,1,0,1,2
1434,2,0,1,0,1,1
1435,1,1,1,0,0,1
1436,2,0,1,0,0,1
1437,2,0,1,0,0,1
1438,4,0,0,0,1,1
1439,2,0,1,0,0,1
1440,2,1,1,0,0,3
1441,4,0,0,0,1,1
1442,2,0,1,0,0,3
1443,2,0,1,0,0,1
1444,4,0,0,0,1,1
1445,2,0,1,0,0,1
1446,4,0,1,0,1,1
1447,2,0,1,0,1,1
1448,2,0,1,0,0,1
1449,2,0,1,0,0,4
1451,1,1,0,0,0,1
1452,1,1,1,0,0,1
1453,4,0,0,0,1,1
1454,2,0,1,0,1,1
1455,2,0,1,0,0,2
1456,2,1,1,0,0,2
1457,2,0,1,0,0,1
1458,1,1,1,0,0,1
1459,1,1,0,0,0,1
1460,2,1,1,0,0,2
1461,2,0,1,0,0,1
1462,4,0,1,0,1,1
1463,2,0,1,0,0,1
1464,2,0,1,0,0,1
1465,2,0,1,0,1,1
1466,2,0,1,0,0,1
1467,2,0,1,0,0,1
1468,2,0,1,0,0,4
1469,4,0,1,0,1,2
1470,2,0,1,0,1,3
1472,2,0,1,0,1,2
1473,2,0,1,0,0,2
1474,2,0,1,0,0,2
1475,2,0,1,0,0,1
1476,2,0,1,0,0,4
1477,1,1,0,0,0,1
1478,4,0,0,0,1,1
1479,2,0,1,0,1,1
1480,1,1,0,0,1,1
1481,2,0,1,0,1,1
1482,1,1,0,0,0,1
1483,2,0,1,0,1,1
1484,4,0,1,0,1,1
1485,4,0,0,0,1,1
1486,2,0,1,0,0,3
1487,1,1,0,0,0,1
1488,2,1,1,0,0,1
1490,2,0,1,0,0,1
1491,2,0,1,0,1,1
1492,2,0,1,0,0,1
1493,2,0,1,0,0,3
1494,2,0,1,0,1,1
1495,2,0,1,0,0,2
1496,4,0,0,0,1,1
1498,2,0,1,0,0,1
1499,1,1,1,0,0,1
1500,2,0,1,0,1,1
1501,4,0,0,0,1,2
1502,2,0,1,0,0,2
1503,2,0,1,0,1,2
1504,1,1,0,0,0,1
1505,2,1,1,0,0,1
1506,2,0,1,0,0,1
1507,2,0,1,0,0,1
1508,2,0,1,0,0,1
1509,1,1,0,0,0,1
1510,2,0,1,0,0,1
1512,1,1,1,0,0,1
1513,2,0,1,0,0,1
1515,2,1,1,0,0,2
1516,2,0,1,0,0,2
1517,2,0,1,0,0,4
1518,2,0,1,0,0,1
1519,1,1,1,0,0,1
1520,2,0,1,0,0,2
1522,2,0,1,0,0,1
1523,2,0,1,0,1,1
1524,2,0,1,0,0,2
1526,2,0,1,0,0,1
1527,2,0,1,0,0,3
1528,2,0,1,0,0,1
1529,2,0,1,0,0,1
1530,2,0,1,0,0,1
1531,2,0,1,0,0,2
1532,2,1,1,0,0,1
1533,2,0,1,0,1,1
1534,2,1,1,0,0,2
1535,2,0,1,0,0,1
1536,2,0,1,0,0,1
1537,2,1,1,0,0,2
1538,4,0,1,0,1,1
1539,2,0,1,0,0,1
1540,2,0,1,0,0,1
1541,2,0,1,0,0,2
1542,1,1,0,0,0,1
1543,2,1,1,0,0,2
1544,2,0,1,0,0,2
1546,2,0,1,0,1,1
1547,2,0,1,0,0,2
1548,2,0,1,0,0,1
1549,4,0,0,0,1,1
1550,4,0,0,0,1,1
1551,2,0,1,0,1,1
1552,2,0,1,0,0,1
1553,4,0,0,0,1,1
1554,2,0,1,0,0,2
1555,4,1,0,0,1,1
1557,2,1,1,0,0,2
1559,2,0,1,0,0,1
1560,2,0,1,0,0,1
1561,2,0,1,0,0,3
1562,1,1,0,0,0,1
1563,2,0,1,0,0,1
1564,2,1,1,0,0,2
1566,2,0,1,0,0,1
1567,2,0,1,0,1,1
1568,2,0,1,0,0,1
1570,2,0,1,0,1,1
1571,2,1,1,0,0,1
1572,2,0,1,0,0,2
1573,4,0,0,0,1,2
1574,4,0,1,0,1,1
1575,4,0,1,0,1,1
1576,4,0,0,0,1,1
1577,4,0,0,0,1,1
1578,4,0,1,0,1,1
1579,4,0,1,0,1,1
1580,2,0,1,0,0,2
1581,2,0,1,0,0,3
1582,4,0,0,0,1,1
1583,2,0,1,0,1,1
1584,2,0,1,0,0,1
1585,1,1,0,0,0,1
1586,2,0,1,0,1,3
1589,4,0,1,0,1,1
1590,2,0,1,0,0,3
1591,4,0,0,0,1,1
1593,2,0,1,0,0,1
1594,2,0,1,0,0,1
1595,2,0,1,0,0,1
1597,2,0,1,0,0,1
1598,2,0,1,0,1,1
1599,2,0,1,0,1,1
1600,2,0,1,0,0,1
1601,4,0,0,0,1,1
1602,2,0,1,0,1,1
1603,2,0,1,0,0,1
1604,4,0,0,0,1,1
1605,2,0,1,0,1,2
1606,2,0,1,0,0,4
1607,2,0,1,0,0,2
1608,4,0,0,0,1,1
1609,2,0,1,0,1,2
1611,4,0,0,0,1,1
1612,2,0,1,0,0,1
1613,2,0,1,0,1,3
1614,2,0,1,0,1,1
1616,2,0,1,0,0,2
1617,2,0,1,0,0,1
1618,4,0,1,0,1,2
1620,2,0,1,0,1,2
1621,4,0,0,0,1,1
1622,2,0,1,0,0,1
1623,2,0,1,0,1,4
1624,0,0,0,0,0,0
1625,4,0,1,0,1,1
1626,2,0,1,0,0,1
1627,2,0,1,0,0,1
1628,2,0,1,0,0,1
1629,2,0,1,0,0,2
1630,4,0,0,0,1,1
1631,4,0,0,0,1,1
1632,2,1,1,0,0,2
1633,2,0,1,0,1,4
1634,4,0,1,0,1,1
1635,2,0,1,0,1,2
1636,4,0,1,0,1,1
1637,2,0,1,0,0,1
1639,2,0,1,0,1,1
1641,2,0,1,0,0,1
1642,4,0,1,0,1,3
1644,4,0,0,0,1,1
1645,2,0,1,0,1,1
1646,2,0,1,0,1,2
1647,2,0,1,0,1,4
1648,2,0,1,0,0,1
1649,2,0,1,0,0,1
1650,2,0,1,0,0,1
1651,2,0,1,0,0,1
1652,2,0,1,0,1,1
1653,4,0,0,0,1,1
1654,4,0,0,0,1,1
1655,4,0,0,0,1,1
1656,2,0,1,0,0,1
1657,2,0,1,0,1,2
1658,4,0,1,0,1,1
1659,4,0,1,0,1,2
1660,4,0,1,0,1,1
1661,4,0,1,0,1,1
1662,2,0,1,0,0,2
1663,4,0,1,0,1,2
1664,2,0,1,0,0,1
1666,2,0,1,0,1,2
1667,2,0,1,0,0,1
1668,2,0,1,0,1,1
1669,4,0,1,0,1,1
1671,2,0,1,0,0,1
1672,2,0,1,0,1,2
1673,4,0,0,0,1,1
1674,2,0,1,0,0,1
1675,4,0,0,0,1,1
1676,4,0,1,0,1,1
1677,4,0,0,0,1,1
1678,2,0,1,0,1,2
1679,2,1,1,0,0,2
1680,2,0,1,0,1,2
1681,2,0,1,0,1,2
1682,2,0,1,0,0,1
1683,0,0,0,0,0,0
1684,2,0,1,0,0,1
1685,0,0,0,0,0,0
1686,4,0,1,0,1,2
1687,2,0,1,0,1,1
1688,2,0,1,0,0,2
1689,4,0,1,0,1,1
1692,2,0,1,0,1,1
1693,2,0,1,0,1,1
1694,2,0,1,0,1,1
1695,2,0,1,0,0,2
1697,4,0,1,0,1,2
1698,2,0,1,0,1,2
1699,2,0,1,0,0,1
1700,4,0,0,0,1,1
1701,2,0,1,0,0,2
1702,2,0,1,0,1,1
1704,2,1,1,0,1,4
1705,2,0,1,0,0,3
1706,4,0,0,0,1,1
1707,2,0,1,0,1,3
1708,4,0,0,0,1,1
1709,2,0,1,0,1,1
1710,2,0,1,0,1,2
1711,4,0,1,0,1,1
1712,2,0,1,0,0,1
1714,1,1,0,0,0,1
1716,2,0,1,0,1,2
1717,2,1,1,0,0,1
1718,4,0,0,0,1,1
1719,4,0,0,0,1,1
1720,4,0,1,0,1,2
1721,2,0,1,0,0,1
1724,4,0,1,0,1,1
1725,4,0,0,0,1,1
1726,2,0,1,0,1,1
1727,4,0,1,0,1,2
1728,4,0,1,0,1,1
1729,2,0,1,0,0,1
1730,4,0,1,0,1,1
1732,4,0,1,0,1,1
1733,4,0,0,0,1,1
1734,2,0,1,0,0,1
1735,4,0,1,0,1,1
1736,3,0,0,1,0,1
1737,2,0,1,0,1,2
1738,2,0,1,0,1,2
1740,2,0,1,0,0,1
1741,4,0,1,0,1,2
1742,0,0,0,0,0,0
1743,2,0,1,0,0,2
1744,2,0,1,0,1,2
1745,4,0,1,0,1,1
1746,4,0,0,0,1,1
1747,2,0,1,0,1,1
